id_venta,producto,precio,cantidad,fecha_venta,categoria,total_venta,id_campanha,canal,costo,fecha_inicio,fecha_fin,en_campaña
74,Jarrón decorativo,51.08,11.0,2024-03-10,Decoración,561.88,15,RRSS,4.65,2024-05-09,2024-06-13,False
74,Jarrón decorativo,51.08,11.0,2024-03-10,Decoración,561.88,45,Email,4.52,2024-06-05,2024-07-31,False
74,Jarrón decorativo,51.08,11.0,2024-03-10,Decoración,561.88,75,TV,4.1,2024-11-03,2024-12-25,False
161,Lámpara de mesa,96.41,11.0,2024-03-10,Decoración,1060.51,32,Email,5.54,2024-03-28,2024-04-20,False
161,Lámpara de mesa,96.41,11.0,2024-03-10,Decoración,1060.51,2,RRSS,5.88,2024-05-30,2024-06-29,False
161,Lámpara de mesa,96.41,11.0,2024-03-10,Decoración,1060.51,62,TV,4.51,2024-08-26,2024-10-07,False
967,Elementos de cerámica,29.05,10.0,2024-03-10,Decoración,290.5,22,RRSS,5.44,2024-06-26,2024-07-15,False
967,Elementos de cerámica,29.05,10.0,2024-03-10,Decoración,290.5,82,TV,5.69,2024-09-08,2024-10-12,False
967,Elementos de cerámica,29.05,10.0,2024-03-10,Decoración,290.5,52,Email,5.74,2024-09-09,2024-09-30,False
978,Rincón de plantas,32.05,4.0,2024-03-10,Decoración,128.2,38,Email,5.76,2024-06-14,2024-07-15,False
978,Rincón de plantas,32.05,4.0,2024-03-10,Decoración,128.2,8,RRSS,4.88,2024-08-03,2024-08-18,False
978,Rincón de plantas,32.05,4.0,2024-03-10,Decoración,128.2,68,TV,5.81,2024-12-17,2025-02-14,False
1169,Batidora,85.59,5.0,2024-03-10,Electrodomésticos,427.95000000000005,57,Email,4.48,2024-04-10,2024-06-08,False
1169,Batidora,85.59,5.0,2024-03-10,Electrodomésticos,427.95000000000005,87,TV,6.28,2024-08-27,2024-10-11,False
1169,Batidora,85.59,5.0,2024-03-10,Electrodomésticos,427.95000000000005,27,RRSS,4.52,2024-11-01,2024-12-08,False
1219,Batidora,49.37,9.0,2024-03-10,Electrodomésticos,444.33,57,Email,4.48,2024-04-10,2024-06-08,False
1219,Batidora,49.37,9.0,2024-03-10,Electrodomésticos,444.33,87,TV,6.28,2024-08-27,2024-10-11,False
1219,Batidora,49.37,9.0,2024-03-10,Electrodomésticos,444.33,27,RRSS,4.52,2024-11-01,2024-12-08,False
1330,Plancha de vapor,28.85,11.0,2024-03-10,Electrodomésticos,317.35,36,Email,5.41,2024-04-02,2024-06-01,False
1330,Plancha de vapor,28.85,11.0,2024-03-10,Electrodomésticos,317.35,6,RRSS,4.02,2024-09-24,2024-11-02,False
1330,Plancha de vapor,28.85,11.0,2024-03-10,Electrodomésticos,317.35,66,TV,4.69,2024-10-04,2024-10-23,False
1742,Cafetera,96.84,11.0,2024-03-10,Electrodomésticos,1065.24,49,Email,5.2,2024-06-20,2024-07-22,False
1742,Cafetera,96.84,11.0,2024-03-10,Electrodomésticos,1065.24,79,TV,7.26,2024-08-13,2024-10-11,False
1742,Cafetera,96.84,11.0,2024-03-10,Electrodomésticos,1065.24,19,RRSS,5.7,2024-08-19,2024-09-15,False
1751,Freidora eléctrica,77.13,4.0,2024-03-10,Electrodomésticos,308.52,71,TV,4.37,2024-06-05,2024-07-24,False
1751,Freidora eléctrica,77.13,4.0,2024-03-10,Electrodomésticos,308.52,41,Email,3.92,2024-11-23,2025-01-01,False
1751,Freidora eléctrica,77.13,4.0,2024-03-10,Electrodomésticos,308.52,11,RRSS,5.27,2024-12-29,2025-01-21,False
1860,Plancha de vapor,102.6,12.0,2024-03-10,Electrodomésticos,1231.1999999999998,36,Email,5.41,2024-04-02,2024-06-01,False
1860,Plancha de vapor,102.6,12.0,2024-03-10,Electrodomésticos,1231.1999999999998,6,RRSS,4.02,2024-09-24,2024-11-02,False
1860,Plancha de vapor,102.6,12.0,2024-03-10,Electrodomésticos,1231.1999999999998,66,TV,4.69,2024-10-04,2024-10-23,False
2944,Auriculares,55.17,4.0,2024-03-10,Electrónica,220.68,47,Email,4.19,2024-06-02,2024-07-22,False
2944,Auriculares,55.17,4.0,2024-03-10,Electrónica,220.68,17,RRSS,6.06,2024-07-15,2024-08-15,False
2944,Auriculares,55.17,4.0,2024-03-10,Electrónica,220.68,77,TV,4.99,2024-11-11,2024-12-06,False
91,Lámpara de mesa,89.87,12.0,2024-03-11,Decoración,1078.44,32,Email,5.54,2024-03-28,2024-04-20,False
91,Lámpara de mesa,89.87,12.0,2024-03-11,Decoración,1078.44,2,RRSS,5.88,2024-05-30,2024-06-29,False
91,Lámpara de mesa,89.87,12.0,2024-03-11,Decoración,1078.44,62,TV,4.51,2024-08-26,2024-10-07,False
615,Alfombra,65.09,5.0,2024-03-11,Decoración,325.45000000000005,58,Email,4.25,2024-03-31,2024-05-05,False
615,Alfombra,65.09,5.0,2024-03-11,Decoración,325.45000000000005,88,TV,7.39,2024-07-25,2024-08-31,False
615,Alfombra,65.09,5.0,2024-03-11,Decoración,325.45000000000005,28,RRSS,5.82,2024-11-27,2025-01-08,False
1240,Plancha de vapor,40.78,12.0,2024-03-11,Electrodomésticos,489.36,36,Email,5.41,2024-04-02,2024-06-01,False
1240,Plancha de vapor,40.78,12.0,2024-03-11,Electrodomésticos,489.36,6,RRSS,4.02,2024-09-24,2024-11-02,False
1240,Plancha de vapor,40.78,12.0,2024-03-11,Electrodomésticos,489.36,66,TV,4.69,2024-10-04,2024-10-23,False
1311,Freidora eléctrica,61.53,11.0,2024-03-11,Electrodomésticos,676.83,71,TV,4.37,2024-06-05,2024-07-24,False
1311,Freidora eléctrica,61.53,11.0,2024-03-11,Electrodomésticos,676.83,41,Email,3.92,2024-11-23,2025-01-01,False
1311,Freidora eléctrica,61.53,11.0,2024-03-11,Electrodomésticos,676.83,11,RRSS,5.27,2024-12-29,2025-01-21,False
1707,Horno eléctrico,59.05,8.0,2024-03-11,Electrodomésticos,472.4,35,Email,5.65,2024-07-31,2024-09-29,False
1707,Horno eléctrico,59.05,8.0,2024-03-11,Electrodomésticos,472.4,5,RRSS,5.16,2024-08-22,2024-10-17,False
1707,Horno eléctrico,59.05,8.0,2024-03-11,Electrodomésticos,472.4,65,TV,3.08,2024-10-23,2024-12-11,False
1934,Aspiradora,42.94,2.0,2024-03-11,Electrodomésticos,85.88,40,Email,6.24,2024-06-24,2024-08-12,False
1934,Aspiradora,42.94,2.0,2024-03-11,Electrodomésticos,85.88,10,RRSS,7.16,2024-08-19,2024-09-19,False
1934,Aspiradora,42.94,2.0,2024-03-11,Electrodomésticos,85.88,70,TV,3.06,2024-12-13,2024-12-29,False
2436,Laptop,43.34,8.0,2024-03-11,Electrónica,346.72,60,Email,4.89,2024-09-28,2024-10-27,False
2436,Laptop,43.34,8.0,2024-03-11,Electrónica,346.72,30,RRSS,4.68,2024-10-23,2024-11-24,False
2436,Laptop,43.34,8.0,2024-03-11,Electrónica,346.72,90,TV,5.62,2024-11-16,2025-01-13,False
693,Espejo decorativo,85.04,9.0,2024-03-12,Decoración,765.36,83,TV,5.24,2024-05-31,2024-07-08,False
693,Espejo decorativo,85.04,9.0,2024-03-12,Decoración,765.36,53,Email,4.9,2024-07-17,2024-08-01,False
693,Espejo decorativo,85.04,9.0,2024-03-12,Decoración,765.36,23,RRSS,4.75,2024-08-28,2024-10-17,False
849,Lámpara de mesa,46.89,2.0,2024-03-12,Decoración,93.78,32,Email,5.54,2024-03-28,2024-04-20,False
849,Lámpara de mesa,46.89,2.0,2024-03-12,Decoración,93.78,2,RRSS,5.88,2024-05-30,2024-06-29,False
849,Lámpara de mesa,46.89,2.0,2024-03-12,Decoración,93.78,62,TV,4.51,2024-08-26,2024-10-07,False
887,Elementos de cerámica,41.55,3.0,2024-03-12,Decoración,124.64999999999999,22,RRSS,5.44,2024-06-26,2024-07-15,False
887,Elementos de cerámica,41.55,3.0,2024-03-12,Decoración,124.64999999999999,82,TV,5.69,2024-09-08,2024-10-12,False
887,Elementos de cerámica,41.55,3.0,2024-03-12,Decoración,124.64999999999999,52,Email,5.74,2024-09-09,2024-09-30,False
1042,Heladera,121.85,10.0,2024-03-12,Electrodomésticos,1218.5,34,Email,4.2,2024-05-06,2024-07-05,False
1042,Heladera,121.85,10.0,2024-03-12,Electrodomésticos,1218.5,4,RRSS,4.53,2024-05-31,2024-07-15,False
1042,Heladera,121.85,10.0,2024-03-12,Electrodomésticos,1218.5,64,TV,4.38,2024-07-10,2024-08-09,False
1248,Cafetera,30.7,5.0,2024-03-12,Electrodomésticos,153.5,49,Email,5.2,2024-06-20,2024-07-22,False
1248,Cafetera,30.7,5.0,2024-03-12,Electrodomésticos,153.5,79,TV,7.26,2024-08-13,2024-10-11,False
1248,Cafetera,30.7,5.0,2024-03-12,Electrodomésticos,153.5,19,RRSS,5.7,2024-08-19,2024-09-15,False
1305,Lavadora,114.72,9.0,2024-03-12,Electrodomésticos,1032.48,46,Email,3.63,2024-05-12,2024-05-29,False
1305,Lavadora,114.72,9.0,2024-03-12,Electrodomésticos,1032.48,76,TV,4.66,2024-05-26,2024-07-02,False
1305,Lavadora,114.72,9.0,2024-03-12,Electrodomésticos,1032.48,16,RRSS,3.56,2024-08-14,2024-09-20,False
2282,Televisor,31.8,10.0,2024-03-12,Electrónica,318.0,29,RRSS,3.96,2024-05-17,2024-06-28,False
2282,Televisor,31.8,10.0,2024-03-12,Electrónica,318.0,59,Email,4.19,2024-11-20,2025-01-19,False
2282,Televisor,31.8,10.0,2024-03-12,Electrónica,318.0,89,TV,4.98,2024-12-13,2025-02-08,False
2519,Proyector,76.15,11.0,2024-03-12,Electrónica,837.6500000000001,67,TV,3.68,2024-05-22,2024-07-12,False
2519,Proyector,76.15,11.0,2024-03-12,Electrónica,837.6500000000001,37,Email,3.22,2024-07-06,2024-07-26,False
2519,Proyector,76.15,11.0,2024-03-12,Electrónica,837.6500000000001,7,RRSS,5.57,2024-07-30,2024-08-16,False
543,Espejo decorativo,79.98,10.0,2024-03-13,Decoración,799.8000000000001,83,TV,5.24,2024-05-31,2024-07-08,False
543,Espejo decorativo,79.98,10.0,2024-03-13,Decoración,799.8000000000001,53,Email,4.9,2024-07-17,2024-08-01,False
543,Espejo decorativo,79.98,10.0,2024-03-13,Decoración,799.8000000000001,23,RRSS,4.75,2024-08-28,2024-10-17,False
623,Espejo decorativo,74.95,3.0,2024-03-13,Decoración,224.85000000000002,83,TV,5.24,2024-05-31,2024-07-08,False
623,Espejo decorativo,74.95,3.0,2024-03-13,Decoración,224.85000000000002,53,Email,4.9,2024-07-17,2024-08-01,False
623,Espejo decorativo,74.95,3.0,2024-03-13,Decoración,224.85000000000002,23,RRSS,4.75,2024-08-28,2024-10-17,False
874,Jarrón decorativo,80.88,12.0,2024-03-13,Decoración,970.56,15,RRSS,4.65,2024-05-09,2024-06-13,False
874,Jarrón decorativo,80.88,12.0,2024-03-13,Decoración,970.56,45,Email,4.52,2024-06-05,2024-07-31,False
874,Jarrón decorativo,80.88,12.0,2024-03-13,Decoración,970.56,75,TV,4.1,2024-11-03,2024-12-25,False
1173,Microondas,71.13,12.0,2024-03-13,Electrodomésticos,853.56,56,Email,4.94,2024-08-06,2024-08-25,False
1173,Microondas,71.13,12.0,2024-03-13,Electrodomésticos,853.56,26,RRSS,5.0,2024-09-25,2024-10-14,False
1173,Microondas,71.13,12.0,2024-03-13,Electrodomésticos,853.56,86,TV,4.25,2024-09-25,2024-11-15,False
1260,Plancha de vapor,122.04,1.0,2024-03-13,Electrodomésticos,122.04,36,Email,5.41,2024-04-02,2024-06-01,False
1260,Plancha de vapor,122.04,1.0,2024-03-13,Electrodomésticos,122.04,6,RRSS,4.02,2024-09-24,2024-11-02,False
1260,Plancha de vapor,122.04,1.0,2024-03-13,Electrodomésticos,122.04,66,TV,4.69,2024-10-04,2024-10-23,False
1295,Lavadora,53.77,7.0,2024-03-13,Electrodomésticos,376.39000000000004,46,Email,3.63,2024-05-12,2024-05-29,False
1295,Lavadora,53.77,7.0,2024-03-13,Electrodomésticos,376.39000000000004,76,TV,4.66,2024-05-26,2024-07-02,False
1295,Lavadora,53.77,7.0,2024-03-13,Electrodomésticos,376.39000000000004,16,RRSS,3.56,2024-08-14,2024-09-20,False
1620,Plancha de vapor,76.32,5.0,2024-03-13,Electrodomésticos,381.59999999999997,36,Email,5.41,2024-04-02,2024-06-01,False
1620,Plancha de vapor,76.32,5.0,2024-03-13,Electrodomésticos,381.59999999999997,6,RRSS,4.02,2024-09-24,2024-11-02,False
1620,Plancha de vapor,76.32,5.0,2024-03-13,Electrodomésticos,381.59999999999997,66,TV,4.69,2024-10-04,2024-10-23,False
1892,Heladera,58.45,1.0,2024-03-13,Electrodomésticos,58.45,34,Email,4.2,2024-05-06,2024-07-05,False
1892,Heladera,58.45,1.0,2024-03-13,Electrodomésticos,58.45,4,RRSS,4.53,2024-05-31,2024-07-15,False
1892,Heladera,58.45,1.0,2024-03-13,Electrodomésticos,58.45,64,TV,4.38,2024-07-10,2024-08-09,False
1916,Secadora,110.04,11.0,2024-03-13,Electrodomésticos,1210.44,3,RRSS,5.1,2024-07-24,2024-08-30,False
1916,Secadora,110.04,11.0,2024-03-13,Electrodomésticos,1210.44,63,TV,5.69,2024-11-03,2024-11-28,False
1916,Secadora,110.04,11.0,2024-03-13,Electrodomésticos,1210.44,33,Email,3.8,2024-12-20,2025-01-07,False
2393,Smartphone,113.88,9.0,2024-03-13,Electrónica,1024.92,21,RRSS,6.37,2024-03-29,2024-05-16,False
2393,Smartphone,113.88,9.0,2024-03-13,Electrónica,1024.92,51,Email,4.65,2024-05-28,2024-06-15,False
2393,Smartphone,113.88,9.0,2024-03-13,Electrónica,1024.92,81,TV,4.78,2024-09-28,2024-10-24,False
2437,Cámara digital,80.06,3.0,2024-03-13,Electrónica,240.18,18,RRSS,5.46,2024-07-16,2024-09-13,False
2437,Cámara digital,80.06,3.0,2024-03-13,Electrónica,240.18,78,TV,4.1,2024-08-02,2024-09-20,False
2437,Cámara digital,80.06,3.0,2024-03-13,Electrónica,240.18,48,Email,6.84,2024-10-31,2024-12-09,False
2688,SmartWatch,119.73,12.0,2024-03-13,Electrónica,1436.76,85,TV,5.07,2024-04-01,2024-05-05,False
2688,SmartWatch,119.73,12.0,2024-03-13,Electrónica,1436.76,55,Email,4.59,2024-10-13,2024-12-06,False
2688,SmartWatch,119.73,12.0,2024-03-13,Electrónica,1436.76,25,RRSS,4.84,2024-11-23,2024-12-29,False
2858,SmartWatch,89.27,6.0,2024-03-13,Electrónica,535.62,85,TV,5.07,2024-04-01,2024-05-05,False
2858,SmartWatch,89.27,6.0,2024-03-13,Electrónica,535.62,55,Email,4.59,2024-10-13,2024-12-06,False
2858,SmartWatch,89.27,6.0,2024-03-13,Electrónica,535.62,25,RRSS,4.84,2024-11-23,2024-12-29,False
820,Adorno de pared,36.55,3.0,2024-03-14,Decoración,109.64999999999999,74,TV,4.81,2024-03-20,2024-05-03,False
820,Adorno de pared,36.55,3.0,2024-03-14,Decoración,109.64999999999999,44,Email,5.08,2024-04-13,2024-05-10,False
820,Adorno de pared,36.55,3.0,2024-03-14,Decoración,109.64999999999999,14,RRSS,4.16,2024-10-22,2024-12-21,False
1303,Microondas,40.9,9.0,2024-03-14,Electrodomésticos,368.09999999999997,56,Email,4.94,2024-08-06,2024-08-25,False
1303,Microondas,40.9,9.0,2024-03-14,Electrodomésticos,368.09999999999997,26,RRSS,5.0,2024-09-25,2024-10-14,False
1303,Microondas,40.9,9.0,2024-03-14,Electrodomésticos,368.09999999999997,86,TV,4.25,2024-09-25,2024-11-15,False
1657,Horno eléctrico,109.73,9.0,2024-03-14,Electrodomésticos,987.57,35,Email,5.65,2024-07-31,2024-09-29,False
1657,Horno eléctrico,109.73,9.0,2024-03-14,Electrodomésticos,987.57,5,RRSS,5.16,2024-08-22,2024-10-17,False
1657,Horno eléctrico,109.73,9.0,2024-03-14,Electrodomésticos,987.57,65,TV,3.08,2024-10-23,2024-12-11,False
1772,Heladera,56.94,2.0,2024-03-14,Electrodomésticos,113.88,34,Email,4.2,2024-05-06,2024-07-05,False
1772,Heladera,56.94,2.0,2024-03-14,Electrodomésticos,113.88,4,RRSS,4.53,2024-05-31,2024-07-15,False
1772,Heladera,56.94,2.0,2024-03-14,Electrodomésticos,113.88,64,TV,4.38,2024-07-10,2024-08-09,False
1978,Cafetera,104.66,11.0,2024-03-14,Electrodomésticos,1151.26,49,Email,5.2,2024-06-20,2024-07-22,False
1978,Cafetera,104.66,11.0,2024-03-14,Electrodomésticos,1151.26,79,TV,7.26,2024-08-13,2024-10-11,False
1978,Cafetera,104.66,11.0,2024-03-14,Electrodomésticos,1151.26,19,RRSS,5.7,2024-08-19,2024-09-15,False
2052,Televisor,66.57,5.0,2024-03-14,Electrónica,332.84999999999997,29,RRSS,3.96,2024-05-17,2024-06-28,False
2052,Televisor,66.57,5.0,2024-03-14,Electrónica,332.84999999999997,59,Email,4.19,2024-11-20,2025-01-19,False
2052,Televisor,66.57,5.0,2024-03-14,Electrónica,332.84999999999997,89,TV,4.98,2024-12-13,2025-02-08,False
2347,Cámara digital,112.14,3.0,2024-03-14,Electrónica,336.42,18,RRSS,5.46,2024-07-16,2024-09-13,False
2347,Cámara digital,112.14,3.0,2024-03-14,Electrónica,336.42,78,TV,4.1,2024-08-02,2024-09-20,False
2347,Cámara digital,112.14,3.0,2024-03-14,Electrónica,336.42,48,Email,6.84,2024-10-31,2024-12-09,False
2493,Smartphone,124.82,5.0,2024-03-14,Electrónica,624.0999999999999,21,RRSS,6.37,2024-03-29,2024-05-16,False
2493,Smartphone,124.82,5.0,2024-03-14,Electrónica,624.0999999999999,51,Email,4.65,2024-05-28,2024-06-15,False
2493,Smartphone,124.82,5.0,2024-03-14,Electrónica,624.0999999999999,81,TV,4.78,2024-09-28,2024-10-24,False
2748,SmartWatch,53.93,7.0,2024-03-14,Electrónica,377.51,85,TV,5.07,2024-04-01,2024-05-05,False
2748,SmartWatch,53.93,7.0,2024-03-14,Electrónica,377.51,55,Email,4.59,2024-10-13,2024-12-06,False
2748,SmartWatch,53.93,7.0,2024-03-14,Electrónica,377.51,25,RRSS,4.84,2024-11-23,2024-12-29,False
2882,Televisor,56.81,9.0,2024-03-14,Electrónica,511.29,29,RRSS,3.96,2024-05-17,2024-06-28,False
2882,Televisor,56.81,9.0,2024-03-14,Electrónica,511.29,59,Email,4.19,2024-11-20,2025-01-19,False
2882,Televisor,56.81,9.0,2024-03-14,Electrónica,511.29,89,TV,4.98,2024-12-13,2025-02-08,False
2981,Parlantes Bluetooth,80.25,10.0,2024-03-14,Electrónica,802.5,84,TV,4.42,2024-04-17,2024-05-05,False
2981,Parlantes Bluetooth,80.25,10.0,2024-03-14,Electrónica,802.5,54,Email,2.95,2024-08-09,2024-09-22,False
2981,Parlantes Bluetooth,80.25,10.0,2024-03-14,Electrónica,802.5,24,RRSS,6.0,2024-09-22,2024-10-26,False
517,Elementos de cerámica,94.94,12.0,2024-03-15,Decoración,1139.28,22,RRSS,5.44,2024-06-26,2024-07-15,False
517,Elementos de cerámica,94.94,12.0,2024-03-15,Decoración,1139.28,82,TV,5.69,2024-09-08,2024-10-12,False
517,Elementos de cerámica,94.94,12.0,2024-03-15,Decoración,1139.28,52,Email,5.74,2024-09-09,2024-09-30,False
624,Jarrón decorativo,51.39,10.0,2024-03-15,Decoración,513.9,15,RRSS,4.65,2024-05-09,2024-06-13,False
624,Jarrón decorativo,51.39,10.0,2024-03-15,Decoración,513.9,45,Email,4.52,2024-06-05,2024-07-31,False
624,Jarrón decorativo,51.39,10.0,2024-03-15,Decoración,513.9,75,TV,4.1,2024-11-03,2024-12-25,False
772,Cuadro decorativo,78.76,10.0,2024-03-15,Decoración,787.6,1,RRSS,5.27,2024-04-27,2024-06-04,False
772,Cuadro decorativo,78.76,10.0,2024-03-15,Decoración,787.6,31,Email,5.28,2024-08-15,2024-09-12,False
772,Cuadro decorativo,78.76,10.0,2024-03-15,Decoración,787.6,61,TV,5.3,2024-11-05,2024-12-23,False
957,Elementos de cerámica,75.27,4.0,2024-03-15,Decoración,301.08,22,RRSS,5.44,2024-06-26,2024-07-15,False
957,Elementos de cerámica,75.27,4.0,2024-03-15,Decoración,301.08,82,TV,5.69,2024-09-08,2024-10-12,False
957,Elementos de cerámica,75.27,4.0,2024-03-15,Decoración,301.08,52,Email,5.74,2024-09-09,2024-09-30,False
1953,Microondas,119.61,2.0,2024-03-15,Electrodomésticos,239.22,56,Email,4.94,2024-08-06,2024-08-25,False
1953,Microondas,119.61,2.0,2024-03-15,Electrodomésticos,239.22,26,RRSS,5.0,2024-09-25,2024-10-14,False
1953,Microondas,119.61,2.0,2024-03-15,Electrodomésticos,239.22,86,TV,4.25,2024-09-25,2024-11-15,False
2082,Televisor,55.66,3.0,2024-03-15,Electrónica,166.98,29,RRSS,3.96,2024-05-17,2024-06-28,False
2082,Televisor,55.66,3.0,2024-03-15,Electrónica,166.98,59,Email,4.19,2024-11-20,2025-01-19,False
2082,Televisor,55.66,3.0,2024-03-15,Electrónica,166.98,89,TV,4.98,2024-12-13,2025-02-08,False
2170,Consola de videojuegos,122.4,1.0,2024-03-15,Electrónica,122.4,50,Email,4.97,2024-05-03,2024-05-28,False
2170,Consola de videojuegos,122.4,1.0,2024-03-15,Electrónica,122.4,20,RRSS,3.16,2024-07-15,2024-08-03,False
2170,Consola de videojuegos,122.4,1.0,2024-03-15,Electrónica,122.4,80,TV,4.64,2024-11-01,2024-11-20,False
2554,Auriculares,100.07,11.0,2024-03-15,Electrónica,1100.77,47,Email,4.19,2024-06-02,2024-07-22,False
2554,Auriculares,100.07,11.0,2024-03-15,Electrónica,1100.77,17,RRSS,6.06,2024-07-15,2024-08-15,False
2554,Auriculares,100.07,11.0,2024-03-15,Electrónica,1100.77,77,TV,4.99,2024-11-11,2024-12-06,False
2647,Cámara digital,90.34,1.0,2024-03-15,Electrónica,90.34,18,RRSS,5.46,2024-07-16,2024-09-13,False
2647,Cámara digital,90.34,1.0,2024-03-15,Electrónica,90.34,78,TV,4.1,2024-08-02,2024-09-20,False
2647,Cámara digital,90.34,1.0,2024-03-15,Electrónica,90.34,48,Email,6.84,2024-10-31,2024-12-09,False
2835,Auriculares,42.5,7.0,2024-03-15,Electrónica,297.5,47,Email,4.19,2024-06-02,2024-07-22,False
2835,Auriculares,42.5,7.0,2024-03-15,Electrónica,297.5,17,RRSS,6.06,2024-07-15,2024-08-15,False
2835,Auriculares,42.5,7.0,2024-03-15,Electrónica,297.5,77,TV,4.99,2024-11-11,2024-12-06,False
2950,Consola de videojuegos,29.14,10.0,2024-03-15,Electrónica,291.4,50,Email,4.97,2024-05-03,2024-05-28,False
2950,Consola de videojuegos,29.14,10.0,2024-03-15,Electrónica,291.4,20,RRSS,3.16,2024-07-15,2024-08-03,False
2950,Consola de videojuegos,29.14,10.0,2024-03-15,Electrónica,291.4,80,TV,4.64,2024-11-01,2024-11-20,False
613,Espejo decorativo,78.46,7.0,2024-03-16,Decoración,549.2199999999999,83,TV,5.24,2024-05-31,2024-07-08,False
613,Espejo decorativo,78.46,7.0,2024-03-16,Decoración,549.2199999999999,53,Email,4.9,2024-07-17,2024-08-01,False
613,Espejo decorativo,78.46,7.0,2024-03-16,Decoración,549.2199999999999,23,RRSS,4.75,2024-08-28,2024-10-17,False
836,Cortinas,115.79,1.0,2024-03-16,Decoración,115.79,43,Email,5.67,2024-05-02,2024-06-17,False
836,Cortinas,115.79,1.0,2024-03-16,Decoración,115.79,73,TV,6.47,2024-08-17,2024-09-26,False
836,Cortinas,115.79,1.0,2024-03-16,Decoración,115.79,13,RRSS,5.22,2024-09-16,2024-10-15,False
919,Lámpara de mesa,51.5,1.0,2024-03-16,Decoración,51.5,32,Email,5.54,2024-03-28,2024-04-20,False
919,Lámpara de mesa,51.5,1.0,2024-03-16,Decoración,51.5,2,RRSS,5.88,2024-05-30,2024-06-29,False
919,Lámpara de mesa,51.5,1.0,2024-03-16,Decoración,51.5,62,TV,4.51,2024-08-26,2024-10-07,False
1099,Batidora,39.73,11.0,2024-03-16,Electrodomésticos,437.03,57,Email,4.48,2024-04-10,2024-06-08,False
1099,Batidora,39.73,11.0,2024-03-16,Electrodomésticos,437.03,87,TV,6.28,2024-08-27,2024-10-11,False
1099,Batidora,39.73,11.0,2024-03-16,Electrodomésticos,437.03,27,RRSS,4.52,2024-11-01,2024-12-08,False
1670,Plancha de vapor,101.57,7.0,2024-03-16,Electrodomésticos,710.99,36,Email,5.41,2024-04-02,2024-06-01,False
1670,Plancha de vapor,101.57,7.0,2024-03-16,Electrodomésticos,710.99,6,RRSS,4.02,2024-09-24,2024-11-02,False
1670,Plancha de vapor,101.57,7.0,2024-03-16,Electrodomésticos,710.99,66,TV,4.69,2024-10-04,2024-10-23,False
1995,Lavadora,31.36,7.0,2024-03-16,Electrodomésticos,219.51999999999998,46,Email,3.63,2024-05-12,2024-05-29,False
1995,Lavadora,31.36,7.0,2024-03-16,Electrodomésticos,219.51999999999998,76,TV,4.66,2024-05-26,2024-07-02,False
1995,Lavadora,31.36,7.0,2024-03-16,Electrodomésticos,219.51999999999998,16,RRSS,3.56,2024-08-14,2024-09-20,False
2018,SmartWatch,99.78,1.0,2024-03-16,Electrónica,99.78,85,TV,5.07,2024-04-01,2024-05-05,False
2018,SmartWatch,99.78,1.0,2024-03-16,Electrónica,99.78,55,Email,4.59,2024-10-13,2024-12-06,False
2018,SmartWatch,99.78,1.0,2024-03-16,Electrónica,99.78,25,RRSS,4.84,2024-11-23,2024-12-29,False
2030,Consola de videojuegos,108.0,9.0,2024-03-16,Electrónica,972.0,50,Email,4.97,2024-05-03,2024-05-28,False
2030,Consola de videojuegos,108.0,9.0,2024-03-16,Electrónica,972.0,20,RRSS,3.16,2024-07-15,2024-08-03,False
2030,Consola de videojuegos,108.0,9.0,2024-03-16,Electrónica,972.0,80,TV,4.64,2024-11-01,2024-11-20,False
2613,Smartphone,105.63,6.0,2024-03-16,Electrónica,633.78,21,RRSS,6.37,2024-03-29,2024-05-16,False
2613,Smartphone,105.63,6.0,2024-03-16,Electrónica,633.78,51,Email,4.65,2024-05-28,2024-06-15,False
2613,Smartphone,105.63,6.0,2024-03-16,Electrónica,633.78,81,TV,4.78,2024-09-28,2024-10-24,False
2749,Proyector,120.5,4.0,2024-03-16,Electrónica,482.0,67,TV,3.68,2024-05-22,2024-07-12,False
2749,Proyector,120.5,4.0,2024-03-16,Electrónica,482.0,37,Email,3.22,2024-07-06,2024-07-26,False
2749,Proyector,120.5,4.0,2024-03-16,Electrónica,482.0,7,RRSS,5.57,2024-07-30,2024-08-16,False
2809,Proyector,89.06,1.0,2024-03-16,Electrónica,89.06,67,TV,3.68,2024-05-22,2024-07-12,False
2809,Proyector,89.06,1.0,2024-03-16,Electrónica,89.06,37,Email,3.22,2024-07-06,2024-07-26,False
2809,Proyector,89.06,1.0,2024-03-16,Electrónica,89.06,7,RRSS,5.57,2024-07-30,2024-08-16,False
262,Cuadro decorativo,70.89,11.0,2024-03-17,Decoración,779.79,1,RRSS,5.27,2024-04-27,2024-06-04,False
262,Cuadro decorativo,70.89,11.0,2024-03-17,Decoración,779.79,31,Email,5.28,2024-08-15,2024-09-12,False
262,Cuadro decorativo,70.89,11.0,2024-03-17,Decoración,779.79,61,TV,5.3,2024-11-05,2024-12-23,False
449,Lámpara de mesa,29.32,3.0,2024-03-17,Decoración,87.96000000000001,32,Email,5.54,2024-03-28,2024-04-20,False
449,Lámpara de mesa,29.32,3.0,2024-03-17,Decoración,87.96000000000001,2,RRSS,5.88,2024-05-30,2024-06-29,False
449,Lámpara de mesa,29.32,3.0,2024-03-17,Decoración,87.96000000000001,62,TV,4.51,2024-08-26,2024-10-07,False
